LVL_3_CD,LVL_1_KR,LVL_1_EN,LVL_2_KR,LVL_2_EN,LVL_3_KR
30200108,대전광역시,Daejeon,유성구,Yuseong District,진잠동
30200109,대전광역시,Daejeon,유성구,Yuseong District,진잠동
30200110,대전광역시,Daejeon,유성구,Yuseong District,진잠동
30200111,대전광역시,Daejeon,유성구,Yuseong District,온천1동
30200112,대전광역시,Daejeon,유성구,Yuseong District,온천1동
30200113,대전광역시,Daejeon,유성구,Yuseong District,온천1동
30200116,대전광역시,Daejeon,유성구,Yuseong District,온천1동
30200117,대전광역시,Daejeon,유성구,Yuseong District,온천2동
30200119,대전광역시,Daejeon,유성구,Yuseong District,온천2동
30200121,대전광역시,Daejeon,유성구,Yuseong District,온천2동
30200122,대전광역시,Daejeon,유성구,Yuseong District,온천2동
30200123,대전광역시,Daejeon,유성구,Yuseong District,온천2동
30200124,대전광역시,Daejeon,유성구,Yuseong District,온천2동
30200118,대전광역시,Daejeon,유성구,Yuseong District,노은1동
30200120,대전광역시,Daejeon,유성구,Yuseong District,노은1동
30200132,대전광역시,Daejeon,유성구,Yuseong District,노은2동
30200136,대전광역시,Daejeon,유성구,Yuseong District,노은2동
30200137,대전광역시,Daejeon,유성구,Yuseong District,노은2동
30200138,대전광역시,Daejeon,유성구,Yuseong District,노은2동
30200139,대전광역시,Daejeon,유성구,Yuseong District,노은2동
30200125,대전광역시,Daejeon,유성구,Yuseong District,신성동
30200126,대전광역시,Daejeon,유성구,Yuseong District,신성동
30200127,대전광역시,Daejeon,유성구,Yuseong District,신성동
30200128,대전광역시,Daejeon,유성구,Yuseong District,신성동
30200129,대전광역시,Daejeon,유성구,Yuseong District,신성동
30200130,대전광역시,Daejeon,유성구,Yuseong District,신성동
30200131,대전광역시,Daejeon,유성구,Yuseong District,신성동
30200133,대전광역시,Daejeon,유성구,Yuseong District,신성동
30200134,대전광역시,Daejeon,유성구,Yuseong District,신성동
30200135,대전광역시,Daejeon,유성구,Yuseong District,신성동
30200140,대전광역시,Daejeon,유성구,Yuseong District,전민동
30200141,대전광역시,Daejeon,유성구,Yuseong District,전민동
30200142,대전광역시,Daejeon,유성구,Yuseong District,전민동
30200145,대전광역시,Daejeon,유성구,Yuseong District,구즉동
30200147,대전광역시,Daejeon,유성구,Yuseong District,구즉동
30200148,대전광역시,Daejeon,유성구,Yuseong District,구즉동
30200149,대전광역시,Daejeon,유성구,Yuseong District,구즉동
30200150,대전광역시,Daejeon,유성구,Yuseong District,구즉동
30200151,대전광역시,Daejeon,유성구,Yuseong District,구즉동
30200152,대전광역시,Daejeon,유성구,Yuseong District,구즉동
30200153,대전광역시,Daejeon,유성구,Yuseong District,구즉동
30200143,대전광역시,Daejeon,유성구,Yuseong District,관평동
30200144,대전광역시,Daejeon,유성구,Yuseong District,관평동
30200146,대전광역시,Daejeon,유성구,Yuseong District,관평동
30200114,대전광역시,Daejeon,유성구,Yuseong District,원신흥동
30200115,대전광역시,Daejeon,유성구,Yuseong District,원신흥동
30230101,대전광역시,Daejeon,대덕구,Daedeok District,오정동
30230102,대전광역시,Daejeon,대덕구,Daedeok District,대화동
30230103,대전광역시,Daejeon,대덕구,Daedeok District,회덕동
30230104,대전광역시,Daejeon,대덕구,Daedeok District,회덕동
30230105,대전광역시,Daejeon,대덕구,Daedeok District,회덕동
30230106,대전광역시,Daejeon,대덕구,Daedeok District,회덕동
30230118,대전광역시,Daejeon,대덕구,Daedeok District,회덕동
30230110,대전광역시,Daejeon,대덕구,Daedeok District,비래동
30230107,대전광역시,Daejeon,대덕구,Daedeok District,송촌동
30230109,대전광역시,Daejeon,대덕구,Daedeok District,중리동
30230119,대전광역시,Daejeon,대덕구,Daedeok District,신탄진동
30230120,대전광역시,Daejeon,대덕구,Daedeok District,신탄진동
30230121,대전광역시,Daejeon,대덕구,Daedeok District,신탄진동
30230122,대전광역시,Daejeon,대덕구,Daedeok District,신탄진동
30230123,대전광역시,Daejeon,대덕구,Daedeok District,신탄진동
30230124,대전광역시,Daejeon,대덕구,Daedeok District,신탄진동
30230125,대전광역시,Daejeon,대덕구,Daedeok District,신탄진동
30230126,대전광역시,Daejeon,대덕구,Daedeok District,신탄진동
30230111,대전광역시,Daejeon,대덕구,Daedeok District,석봉동
30230115,대전광역시,Daejeon,대덕구,Daedeok District,덕암동
30230116,대전광역시,Daejeon,대덕구,Daedeok District,덕암동
30230117,대전광역시,Daejeon,대덕구,Daedeok District,덕암동
30230112,대전광역시,Daejeon,대덕구,Daedeok District,목상동
30230113,대전광역시,Daejeon,대덕구,Daedeok District,목상동
30230114,대전광역시,Daejeon,대덕구,Daedeok District,목상동
30230108,대전광역시,Daejeon,대덕구,Daedeok District,법1동
31110101,울산광역시,Ulsan,중구,Jung District,학성동
31110118,울산광역시,Ulsan,중구,Jung District,반구1동
31110103,울산광역시,Ulsan,중구,Jung District,복산1동
31110102,울산광역시,Ulsan,중구,Jung District,중앙동
31110104,울산광역시,Ulsan,중구,Jung District,중앙동
31110105,울산광역시,Ulsan,중구,Jung District,중앙동
31110106,울산광역시,Ulsan,중구,Jung District,중앙동
31110107,울산광역시,Ulsan,중구,Jung District,중앙동
31110108,울산광역시,Ulsan,중구,Jung District,우정동
31110110,울산광역시,Ulsan,중구,Jung District,태화동
31110111,울산광역시,Ulsan,중구,Jung District,태화동
31110112,울산광역시,Ulsan,중구,Jung District,다운동
31110115,울산광역시,Ulsan,중구,Jung District,병영1동
31110113,울산광역시,Ulsan,중구,Jung District,병영2동
31110114,울산광역시,Ulsan,중구,Jung District,병영2동
31110116,울산광역시,Ulsan,중구,Jung District,병영2동
31110117,울산광역시,Ulsan,중구,Jung District,약사동
31110109,울산광역시,Ulsan,중구,Jung District,성안동
31140104,울산광역시,Ulsan,남구,Nam District,신정1동
31140105,울산광역시,Ulsan,남구,Nam District,달동
31140106,울산광역시,Ulsan,남구,Nam District,삼산동
31140101,울산광역시,Ulsan,남구,Nam District,삼호동
31140102,울산광역시,Ulsan,남구,Nam District,옥동
31140103,울산광역시,Ulsan,남구,Nam District,옥동
31140108,울산광역시,Ulsan,남구,Nam District,대현동
31140109,울산광역시,Ulsan,남구,Nam District,선암동
31140110,울산광역시,Ulsan,남구,Nam District,선암동
31140111,울산광역시,Ulsan,남구,Nam District,선암동
31140112,울산광역시,Ulsan,남구,Nam District,선암동
31140113,울산광역시,Ulsan,남구,Nam District,선암동
31140114,울산광역시,Ulsan,남구,Nam District,선암동
31140115,울산광역시,Ulsan,남구,Nam District,선암동
31140116,울산광역시,Ulsan,남구,Nam District,선암동
31140117,울산광역시,Ulsan,남구,Nam District,선암동
31140107,울산광역시,Ulsan,남구,Nam District,야음장생포동
31140118,울산광역시,Ulsan,남구,Nam District,야음장생포동
31140119,울산광역시,Ulsan,남구,Nam District,야음장생포동
31170101,울산광역시,Ulsan,동구,Dong District,방어동
31170103,울산광역시,Ulsan,동구,Dong District,일산동
31170102,울산광역시,Ulsan,동구,Dong District,화정동
31170104,울산광역시,Ulsan,동구,Dong District,전하1동
31170105,울산광역시,Ulsan,동구,Dong District,전하1동
31170107,울산광역시,Ulsan,동구,Dong District,남목1동
31170108,울산광역시,Ulsan,동구,Dong District,남목1동
31170106,울산광역시,Ulsan,동구,Dong District,남목3동
31200101,울산광역시,Ulsan,북구,Buk District,농소1동
31200102,울산광역시,Ulsan,북구,Buk District,농소1동
31200103,울산광역시,Ulsan,북구,Buk District,농소1동
31200105,울산광역시,Ulsan,북구,Buk District,농소1동
31200106,울산광역시,Ulsan,북구,Buk District,농소2동
31200104,울산광역시,Ulsan,북구,Buk District,농소3동
31200107,울산광역시,Ulsan,북구,Buk District,농소3동
31200108,울산광역시,Ulsan,북구,Buk District,농소3동
31200109,울산광역시,Ulsan,북구,Buk District,농소3동
31200110,울산광역시,Ulsan,북구,Buk District,농소3동
31200111,울산광역시,Ulsan,북구,Buk District,강동동
31200112,울산광역시,Ulsan,북구,Buk District,강동동
31200113,울산광역시,Ulsan,북구,Buk District,강동동
31200114,울산광역시,Ulsan,북구,Buk District,강동동
31200115,울산광역시,Ulsan,북구,Buk District,강동동
31200116,울산광역시,Ulsan,북구,Buk District,강동동
31200117,울산광역시,Ulsan,북구,Buk District,강동동
31200118,울산광역시,Ulsan,북구,Buk District,강동동
31200119,울산광역시,Ulsan,북구,Buk District,강동동
31200120,울산광역시,Ulsan,북구,Buk District,효문동
31200121,울산광역시,Ulsan,북구,Buk District,효문동
31200122,울산광역시,Ulsan,북구,Buk District,효문동
31200123,울산광역시,Ulsan,북구,Buk District,효문동
31200125,울산광역시,Ulsan,북구,Buk District,송정동
31200126,울산광역시,Ulsan,북구,Buk District,송정동
31200124,울산광역시,Ulsan,북구,Buk District,양정동
31200127,울산광역시,Ulsan,북구,Buk District,염포동
31710250,울산광역시,Ulsan,울주군,Ulju County,온산읍
31710253,울산광역시,Ulsan,울주군,Ulju County,언양읍
31710256,울산광역시,Ulsan,울주군,Ulju County,온양읍
31710259,울산광역시,Ulsan,울주군,Ulju County,범서읍
31710262,울산광역시,Ulsan,울주군,Ulju County,청량읍
31710310,울산광역시,Ulsan,울주군,Ulju County,서생면
31710340,울산광역시,Ulsan,울주군,Ulju County,웅촌면
31710360,울산광역시,Ulsan,울주군,Ulju County,두동면
31710370,울산광역시,Ulsan,울주군,Ulju County,두서면
31710380,울산광역시,Ulsan,울주군,Ulju County,상북면
31710390,울산광역시,Ulsan,울주군,Ulju County,삼남면
31710400,울산광역시,Ulsan,울주군,Ulju County,삼동면
36110250,세종특별자치시,Sejong,,,조치원읍
36110310,세종특별자치시,Sejong,,,연기면
36110320,세종특별자치시,Sejong,,,연동면
36110330,세종특별자치시,Sejong,,,부강면
36110340,세종특별자치시,Sejong,,,금남면
36110350,세종특별자치시,Sejong,,,장군면
36110360,세종특별자치시,Sejong,,,연서면
36110370,세종특별자치시,Sejong,,,전의면
36110380,세종특별자치시,Sejong,,,전동면
36110390,세종특별자치시,Sejong,,,소정면
36110105,세종특별자치시,Sejong,,,한솔동
36110106,세종특별자치시,Sejong,,,한솔동
36110107,세종특별자치시,Sejong,,,새롬동
36110108,세종특별자치시,Sejong,,,새롬동
36110109,세종특별자치시,Sejong,,,새롬동
36110110,세종특별자치시,Sejong,,,도담동
36110114,세종특별자치시,Sejong,,,도담동
36110113,세종특별자치시,Sejong,,,아름동
36110111,세종특별자치시,Sejong,,,종촌동
36110112,세종특별자치시,Sejong,,,고운동
36110101,세종특별자치시,Sejong,,,보람동
36110102,세종특별자치시,Sejong,,,보람동
36110103,세종특별자치시,Sejong,,,보람동
36110104,세종특별자치시,Sejong,,,보람동
41111129,경기도,Gyeonggi,수원시 장안구,"Jangan District, Suwon",파장동
41111131,경기도,Gyeonggi,수원시 장안구,"Jangan District, Suwon",파장동
41111132,경기도,Gyeonggi,수원시 장안구,"Jangan District, Suwon",율천동
41111133,경기도,Gyeonggi,수원시 장안구,"Jangan District, Suwon",율천동
41111130,경기도,Gyeonggi,수원시 장안구,"Jangan District, Suwon",정자1동
41111134,경기도,Gyeonggi,수원시 장안구,"Jangan District, Suwon",영화동
41111135,경기도,Gyeonggi,수원시 장안구,"Jangan District, Suwon",송죽동
41111136,경기도,Gyeonggi,수원시 장안구,"Jangan District, Suwon",조원1동
41111137,경기도,Gyeonggi,수원시 장안구,"Jangan District, Suwon",연무동
41111138,경기도,Gyeonggi,수원시 장안구,"Jangan District, Suwon",연무동
41111139,경기도,Gyeonggi,수원시 장안구,"Jangan District, Suwon",연무동
41113126,경기도,Gyeonggi,수원시 권선구,"Gwonseon District, Suwon",세류1동
41113138,경기도,Gyeonggi,수원시 권선구,"Gwonseon District, Suwon",세류2동
41113127,경기도,Gyeonggi,수원시 권선구,"Gwonseon District, Suwon",평동
41113128,경기도,Gyeonggi,수원시 권선구,"Gwonseon District, Suwon",평동
41113129,경기도,Gyeonggi,수원시 권선구,"Gwonseon District, Suwon",평동
41113130,경기도,Gyeonggi,수원시 권선구,"Gwonseon District, Suwon",평동
41113135,경기도,Gyeonggi,수원시 권선구,"Gwonseon District, Suwon",평동
41113131,경기도,Gyeonggi,수원시 권선구,"Gwonseon District, Suwon",서둔동
41113133,경기도,Gyeonggi,수원시 권선구,"Gwonseon District, Suwon",서둔동
41113132,경기도,Gyeonggi,수원시 권선구,"Gwonseon District, Suwon",구운동
41113134,경기도,Gyeonggi,수원시 권선구,"Gwonseon District, Suwon",금곡동
41113137,경기도,Gyeonggi,수원시 권선구,"Gwonseon District, Suwon",권선1동
41113136,경기도,Gyeonggi,수원시 권선구,"Gwonseon District, Suwon",곡선동
41113139,경기도,Gyeonggi,수원시 권선구,"Gwonseon District, Suwon",곡선동
41113140,경기도,Gyeonggi,수원시 권선구,"Gwonseon District, Suwon",입북동
41113141,경기도,Gyeonggi,수원시 권선구,"Gwonseon District, Suwon",입북동
41115132,경기도,Gyeonggi,수원시 팔달구,"Paldal District, Suwon",매교동
41115133,경기도,Gyeonggi,수원시 팔달구,"Paldal District, Suwon",매교동
41115134,경기도,Gyeonggi,수원시 팔달구,"Paldal District, Suwon",매산동
41115135,경기도,Gyeonggi,수원시 팔달구,"Paldal District, Suwon",매산동
41115136,경기도,Gyeonggi,수원시 팔달구,"Paldal District, Suwon",매산동
41115137,경기도,Gyeonggi,수원시 팔달구,"Paldal District, Suwon",고등동
41115138,경기도,Gyeonggi,수원시 팔달구,"Paldal District, Suwon",화서1동
41115139,경기도,Gyeonggi,수원시 팔달구,"Paldal District, Suwon",지동
41115140,경기도,Gyeonggi,수원시 팔달구,"Paldal District, Suwon",우만1동
41115141,경기도,Gyeonggi,수원시 팔달구,"Paldal District, Suwon",인계동
41115120,경기도,Gyeonggi,수원시 팔달구,"Paldal District, Suwon",행궁동
41115121,경기도,Gyeonggi,수원시 팔달구,"Paldal District, Suwon",행궁동
41115122,경기도,Gyeonggi,수원시 팔달구,"Paldal District, Suwon",행궁동
41115123,경기도,Gyeonggi,수원시 팔달구,"Paldal District, Suwon",행궁동
41115124,경기도,Gyeonggi,수원시 팔달구,"Paldal District, Suwon",행궁동
41115125,경기도,Gyeonggi,수원시 팔달구,"Paldal District, Suwon",행궁동
41115126,경기도,Gyeonggi,수원시 팔달구,"Paldal District, Suwon",행궁동
41115127,경기도,Gyeonggi,수원시 팔달구,"Paldal District, Suwon",행궁동
41115128,경기도,Gyeonggi,수원시 팔달구,"Paldal District, Suwon",행궁동
41115129,경기도,Gyeonggi,수원시 팔달구,"Paldal District, Suwon",행궁동
41115130,경기도,Gyeonggi,수원시 팔달구,"Paldal District, Suwon",행궁동
41115131,경기도,Gyeonggi,수원시 팔달구,"Paldal District, Suwon",행궁동
41117101,경기도,Gyeonggi,수원시 영통구,"Yeongtong Disrict, Suwon",매탄1동
41117102,경기도,Gyeonggi,수원시 영통구,"Yeongtong Disrict, Suwon",원천동
41117105,경기도,Gyeonggi,수원시 영통구,"Yeongtong Disrict, Suwon",영통1동
41117106,경기도,Gyeonggi,수원시 영통구,"Yeongtong Disrict, Suwon",영통2동
41117107,경기도,Gyeonggi,수원시 영통구,"Yeongtong Disrict, Suwon",영통2동
41117103,경기도,Gyeonggi,수원시 영통구,"Yeongtong Disrict, Suwon",광교1동
41117104,경기도,Gyeonggi,수원시 영통구,"Yeongtong Disrict, Suwon",광교2동
41131101,경기도,Gyeonggi,성남시 수정구,"Sujeong District, Seongnam",신흥1동
41131102,경기도,Gyeonggi,성남시 수정구,"Sujeong District, Seongnam",태평1동
41131103,경기도,Gyeonggi,성남시 수정구,"Sujeong District, Seongnam",수진1동
41131104,경기도,Gyeonggi,성남시 수정구,"Sujeong District, Seongnam",단대동
41131105,경기도,Gyeonggi,성남시 수정구,"Sujeong District, Seongnam",산성동
41131106,경기도,Gyeonggi,성남시 수정구,"Sujeong District, Seongnam",양지동
41131107,경기도,Gyeonggi,성남시 수정구,"Sujeong District, Seongnam",복정동
41131108,경기도,Gyeonggi,성남시 수정구,"Sujeong District, Seongnam",위례동
41131109,경기도,Gyeonggi,성남시 수정구,"Sujeong District, Seongnam",신촌동
41131110,경기도,Gyeonggi,성남시 수정구,"Sujeong District, Seongnam",신촌동
41131111,경기도,Gyeonggi,성남시 수정구,"Sujeong District, Seongnam",신촌동
41131112,경기도,Gyeonggi,성남시 수정구,"Sujeong District, Seongnam",고등동
41131113,경기도,Gyeonggi,성남시 수정구,"Sujeong District, Seongnam",고등동
41131114,경기도,Gyeonggi,성남시 수정구,"Sujeong District, Seongnam",고등동
41131115,경기도,Gyeonggi,성남시 수정구,"Sujeong District, Seongnam",시흥동
41131116,경기도,Gyeonggi,성남시 수정구,"Sujeong District, Seongnam",시흥동
41131117,경기도,Gyeonggi,성남시 수정구,"Sujeong District, Seongnam",시흥동
41133101,경기도,Gyeonggi,성남시 중원구,"Jungwon District, Seongnam",성남동
41133132,경기도,Gyeonggi,성남시 중원구,"Jungwon District, Seongnam",중앙동
41133103,경기도,Gyeonggi,성남시 중원구,"Jungwon District, Seongnam",금광1동
41133104,경기도,Gyeonggi,성남시 중원구,"Jungwon District, Seongnam",은행1동
41133105,경기도,Gyeonggi,성남시 중원구,"Jungwon District, Seongnam",상대원1동
41133109,경기도,Gyeonggi,성남시 중원구,"Jungwon District, Seongnam",하대원동
41133106,경기도,Gyeonggi,성남시 중원구,"Jungwon District, Seongnam",도촌동
41133107,경기도,Gyeonggi,성남시 중원구,"Jungwon District, Seongnam",도촌동
41133108,경기도,Gyeonggi,성남시 중원구,"Jungwon District, Seongnam",도촌동
41135101,경기도,Gyeonggi,성남시 분당구,"Bundang District, Seongnam",분당동
41135102,경기도,Gyeonggi,성남시 분당구,"Bundang District, Seongnam",수내1동
41135103,경기도,Gyeonggi,성남시 분당구,"Bundang District, Seongnam",정자동
41135104,경기도,Gyeonggi,성남시 분당구,"Bundang District, Seongnam",서현1동
41135105,경기도,Gyeonggi,성남시 분당구,"Bundang District, Seongnam",서현1동
41135106,경기도,Gyeonggi,성남시 분당구,"Bundang District, Seongnam",이매1동
41135107,경기도,Gyeonggi,성남시 분당구,"Bundang District, Seongnam",이매2동
41135109,경기도,Gyeonggi,성남시 분당구,"Bundang District, Seongnam",이매2동
41135110,경기도,Gyeonggi,성남시 분당구,"Bundang District, Seongnam",이매2동
41135108,경기도,Gyeonggi,성남시 분당구,"Bundang District, Seongnam",판교동
41135111,경기도,Gyeonggi,성남시 분당구,"Bundang District, Seongnam",금곡동
41135112,경기도,Gyeonggi,성남시 분당구,"Bundang District, Seongnam",금곡동
41135113,경기도,Gyeonggi,성남시 분당구,"Bundang District, Seongnam",구미1동
41135114,경기도,Gyeonggi,성남시 분당구,"Bundang District, Seongnam",구미1동
41135115,경기도,Gyeonggi,성남시 분당구,"Bundang District, Seongnam",운중동
41135116,경기도,Gyeonggi,성남시 분당구,"Bundang District, Seongnam",운중동
41135117,경기도,Gyeonggi,성남시 분당구,"Bundang District, Seongnam",운중동
41135118,경기도,Gyeonggi,성남시 분당구,"Bundang District, Seongnam",운중동
41150101,경기도,Gyeonggi,의정부시,Uijeongbu,의정부1동
41150110,경기도,Gyeonggi,의정부시,Uijeongbu,의정부1동
41150102,경기도,Gyeonggi,의정부시,Uijeongbu,의정부3동
41150103,경기도,Gyeonggi,의정부시,Uijeongbu,장암동
41150104,경기도,Gyeonggi,의정부시,Uijeongbu,신곡1동
41150105,경기도,Gyeonggi,의정부시,Uijeongbu,송산1동
41150112,경기도,Gyeonggi,의정부시,Uijeongbu,송산1동
41150113,경기도,Gyeonggi,의정부시,Uijeongbu,송산1동
41150106,경기도,Gyeonggi,의정부시,Uijeongbu,송산2동
41150107,경기도,Gyeonggi,의정부시,Uijeongbu,송산2동
41150108,경기도,Gyeonggi,의정부시,Uijeongbu,자금동
41150109,경기도,Gyeonggi,의정부시,Uijeongbu,자금동
41150111,경기도,Gyeonggi,의정부시,Uijeongbu,녹양동
41171101,경기도,Gyeonggi,안양시 만안구,"Manan District, Anyang",안양1동
41171102,경기도,Gyeonggi,안양시 만안구,"Manan District, Anyang",석수1동
41171103,경기도,Gyeonggi,안양시 만안구,"Manan District, Anyang",박달1동
41173101,경기도,Gyeonggi,안양시 동안구,"Dongan District, Anyang",비산1동
41173102,경기도,Gyeonggi,안양시 동안구,"Dongan District, Anyang",관양1동
41173103,경기도,Gyeonggi,안양시 동안구,"Dongan District, Anyang",평촌동
41173104,경기도,Gyeonggi,안양시 동안구,"Dongan District, Anyang",호계1동
41190102,경기도,Gyeonggi,부천시,Bucheon,심곡2동
41190101,경기도,Gyeonggi,부천시,Bucheon,원미2동
41190106,경기도,Gyeonggi,부천시,Bucheon,소사동
41190107,경기도,Gyeonggi,부천시,Bucheon,역곡1동
41190103,경기도,Gyeonggi,부천시,Bucheon,춘의동
41190104,경기도,Gyeonggi,부천시,Bucheon,도당동
41190108,경기도,Gyeonggi,부천시,Bucheon,중동
41190109,경기도,Gyeonggi,부천시,Bucheon,상동
41190105,경기도,Gyeonggi,부천시,Bucheon,약대동
41190111,경기도,Gyeonggi,부천시,Bucheon,심곡본동
41190114,경기도,Gyeonggi,부천시,Bucheon,송내1동
41190110,경기도,Gyeonggi,부천시,Bucheon,소사본동
41190113,경기도,Gyeonggi,부천시,Bucheon,괴안동
41190112,경기도,Gyeonggi,부천시,Bucheon,범박동
41190115,경기도,Gyeonggi,부천시,Bucheon,범박동
41190116,경기도,Gyeonggi,부천시,Bucheon,범박동
41190118,경기도,Gyeonggi,부천시,Bucheon,성곡동
41190119,경기도,Gyeonggi,부천시,Bucheon,성곡동
41190120,경기도,Gyeonggi,부천시,Bucheon,성곡동
41190121,경기도,Gyeonggi,부천시,Bucheon,고강본동
41190117,경기도,Gyeonggi,부천시,Bucheon,오정동
41190122,경기도,Gyeonggi,부천시,Bucheon,오정동
41190123,경기도,Gyeonggi,부천시,Bucheon,신흥동
41190124,경기도,Gyeonggi,부천시,Bucheon,신흥동
41210101,경기도,Gyeonggi,광명시,Gwangmyeong,광명1동
41210108,경기도,Gyeonggi,광명시,Gwangmyeong,광명6동
41210102,경기도,Gyeonggi,광명시,Gwangmyeong,철산1동
41210103,경기도,Gyeonggi,광명시,Gwangmyeong,하안1동
41210104,경기도,Gyeonggi,광명시,Gwangmyeong,소하1동
41210106,경기도,Gyeonggi,광명시,Gwangmyeong,소하2동
41210105,경기도,Gyeonggi,광명시,Gwangmyeong,학온동
41210107,경기도,Gyeonggi,광명시,Gwangmyeong,학온동
41220250,경기도,Gyeonggi,평택시,Pyeongtaek,팽성읍
41220253,경기도,Gyeonggi,평택시,Pyeongtaek,안중읍
41220256,경기도,Gyeonggi,평택시,Pyeongtaek,포승읍
41220259,경기도,Gyeonggi,평택시,Pyeongtaek,청북읍
41220310,경기도,Gyeonggi,평택시,Pyeongtaek,진위면
41220320,경기도,Gyeonggi,평택시,Pyeongtaek,서탄면
41220330,경기도,Gyeonggi,평택시,Pyeongtaek,고덕면
41220340,경기도,Gyeonggi,평택시,Pyeongtaek,오성면
41220370,경기도,Gyeonggi,평택시,Pyeongtaek,현덕면
41220101,경기도,Gyeonggi,평택시,Pyeongtaek,중앙동
41220102,경기도,Gyeonggi,평택시,Pyeongtaek,중앙동
41220109,경기도,Gyeonggi,평택시,Pyeongtaek,중앙동
41220103,경기도,Gyeonggi,평택시,Pyeongtaek,송탄동
41220104,경기도,Gyeonggi,평택시,Pyeongtaek,송탄동
41220105,경기도,Gyeonggi,평택시,Pyeongtaek,송탄동
41220106,경기도,Gyeonggi,평택시,Pyeongtaek,송탄동
41220107,경기도,Gyeonggi,평택시,Pyeongtaek,송탄동
41220108,경기도,Gyeonggi,평택시,Pyeongtaek,송탄동
41220110,경기도,Gyeonggi,평택시,Pyeongtaek,지산동
41220112,경기도,Gyeonggi,평택시,Pyeongtaek,지산동
41220111,경기도,Gyeonggi,평택시,Pyeongtaek,송북동
41220113,경기도,Gyeonggi,평택시,Pyeongtaek,신평동
41220116,경기도,Gyeonggi,평택시,Pyeongtaek,신평동
41220117,경기도,Gyeonggi,평택시,Pyeongtaek,신평동
41220114,경기도,Gyeonggi,평택시,Pyeongtaek,원평동
41220115,경기도,Gyeonggi,평택시,Pyeongtaek,원평동
41220122,경기도,Gyeonggi,평택시,Pyeongtaek,원평동
41220118,경기도,Gyeonggi,평택시,Pyeongtaek,비전1동
41220119,경기도,Gyeonggi,평택시,Pyeongtaek,비전1동
41220125,경기도,Gyeonggi,평택시,Pyeongtaek,비전1동
41220126,경기도,Gyeonggi,평택시,Pyeongtaek,비전1동
41220127,경기도,Gyeonggi,평택시,Pyeongtaek,비전1동
41220123,경기도,Gyeonggi,평택시,Pyeongtaek,비전2동
41220124,경기도,Gyeonggi,평택시,Pyeongtaek,비전2동
41220120,경기도,Gyeonggi,평택시,Pyeongtaek,세교동
41220121,경기도,Gyeonggi,평택시,Pyeongtaek,세교동
41250103,경기도,Gyeonggi,동두천시,Dongducheon,생연1동
41250105,경기도,Gyeonggi,동두천시,Dongducheon,보산동
41250106,경기도,Gyeonggi,동두천시,Dongducheon,보산동
41250102,경기도,Gyeonggi,동두천시,Dongducheon,불현동
41250104,경기도,Gyeonggi,동두천시,Dongducheon,불현동
41250111,경기도,Gyeonggi,동두천시,Dongducheon,불현동
41250101,경기도,Gyeonggi,동두천시,Dongducheon,송내동
41250107,경기도,Gyeonggi,동두천시,Dongducheon,소요동
41250108,경기도,Gyeonggi,동두천시,Dongducheon,소요동
41250109,경기도,Gyeonggi,동두천시,Dongducheon,소요동
41250110,경기도,Gyeonggi,동두천시,Dongducheon,소요동
41250112,경기도,Gyeonggi,동두천시,Dongducheon,상패동
41271101,경기도,Gyeonggi,안산시 상록구,"Sangnok District, Ansan",일동
41271102,경기도,Gyeonggi,안산시 상록구,"Sangnok District, Ansan",일동
41271103,경기도,Gyeonggi,안산시 상록구,"Sangnok District, Ansan",사동
41271104,경기도,Gyeonggi,안산시 상록구,"Sangnok District, Ansan",본오1동
41271105,경기도,Gyeonggi,안산시 상록구,"Sangnok District, Ansan",본오1동
41271107,경기도,Gyeonggi,안산시 상록구,"Sangnok District, Ansan",부곡동
41271106,경기도,Gyeonggi,안산시 상록구,"Sangnok District, Ansan",월피동
41271109,경기도,Gyeonggi,안산시 상록구,"Sangnok District, Ansan",월피동
41271108,경기도,Gyeonggi,안산시 상록구,"Sangnok District, Ansan",성포동
41271110,경기도,Gyeonggi,안산시 상록구,"Sangnok District, Ansan",반월동
41271111,경기도,Gyeonggi,안산시 상록구,"Sangnok District, Ansan",반월동
41271112,경기도,Gyeonggi,안산시 상록구,"Sangnok District, Ansan",반월동
41271113,경기도,Gyeonggi,안산시 상록구,"Sangnok District, Ansan",안산동
41271114,경기도,Gyeonggi,안산시 상록구,"Sangnok District, Ansan",안산동
41271115,경기도,Gyeonggi,안산시 상록구,"Sangnok District, Ansan",안산동
41273102,경기도,Gyeonggi,안산시 단원구,"Danwon District, Ansan",와동
41273101,경기도,Gyeonggi,안산시 단원구,"Danwon District, Ansan",고잔동
41273108,경기도,Gyeonggi,안산시 단원구,"Danwon District, Ansan",원곡동
41273103,경기도,Gyeonggi,안산시 단원구,"Danwon District, Ansan",신길동
41273104,경기도,Gyeonggi,안산시 단원구,"Danwon District, Ansan",초지동
41273105,경기도,Gyeonggi,안산시 단원구,"Danwon District, Ansan",초지동
41273106,경기도,Gyeonggi,안산시 단원구,"Danwon District, Ansan",초지동
41273107,경기도,Gyeonggi,안산시 단원구,"Danwon District, Ansan",초지동
41273109,경기도,Gyeonggi,안산시 단원구,"Danwon District, Ansan",선부1동
41273115,경기도,Gyeonggi,안산시 단원구,"Danwon District, Ansan",선부3동
41273110,경기도,Gyeonggi,안산시 단원구,"Danwon District, Ansan",대부동
41273111,경기도,Gyeonggi,안산시 단원구,"Danwon District, Ansan",대부동
