LVL_3_CD,LVL_1_KR,LVL_1_EN,LVL_2_KR,LVL_2_EN,LVL_3_KR
11110101,서울특별시,Seoul,종로구,Jongno District,청운효자동
11110102,서울특별시,Seoul,종로구,Jongno District,청운효자동
11110103,서울특별시,Seoul,종로구,Jongno District,청운효자동
11110104,서울특별시,Seoul,종로구,Jongno District,청운효자동
11110105,서울특별시,Seoul,종로구,Jongno District,청운효자동
11110108,서울특별시,Seoul,종로구,Jongno District,청운효자동
11110109,서울특별시,Seoul,종로구,Jongno District,청운효자동
11110110,서울특별시,Seoul,종로구,Jongno District,청운효자동
11110111,서울특별시,Seoul,종로구,Jongno District,청운효자동
11110119,서울특별시,Seoul,종로구,Jongno District,청운효자동
11110106,서울특별시,Seoul,종로구,Jongno District,사직동
11110107,서울특별시,Seoul,종로구,Jongno District,사직동
11110112,서울특별시,Seoul,종로구,Jongno District,사직동
11110113,서울특별시,Seoul,종로구,Jongno District,사직동
11110114,서울특별시,Seoul,종로구,Jongno District,사직동
11110115,서울특별시,Seoul,종로구,Jongno District,사직동
11110116,서울특별시,Seoul,종로구,Jongno District,사직동
11110117,서울특별시,Seoul,종로구,Jongno District,사직동
11110118,서울특별시,Seoul,종로구,Jongno District,사직동
11110120,서울특별시,Seoul,종로구,Jongno District,사직동
11110121,서울특별시,Seoul,종로구,Jongno District,사직동
11110139,서울특별시,Seoul,종로구,Jongno District,삼청동
11110140,서울특별시,Seoul,종로구,Jongno District,삼청동
11110141,서울특별시,Seoul,종로구,Jongno District,삼청동
11110142,서울특별시,Seoul,종로구,Jongno District,삼청동
11110143,서울특별시,Seoul,종로구,Jongno District,삼청동
11110144,서울특별시,Seoul,종로구,Jongno District,삼청동
11110145,서울특별시,Seoul,종로구,Jongno District,삼청동
11110184,서울특별시,Seoul,종로구,Jongno District,부암동
11110185,서울특별시,Seoul,종로구,Jongno District,부암동
11110186,서울특별시,Seoul,종로구,Jongno District,부암동
11110182,서울특별시,Seoul,종로구,Jongno District,평창동
11110183,서울특별시,Seoul,종로구,Jongno District,평창동
11110187,서울특별시,Seoul,종로구,Jongno District,무악동
11110176,서울특별시,Seoul,종로구,Jongno District,교남동
11110177,서울특별시,Seoul,종로구,Jongno District,교남동
11110178,서울특별시,Seoul,종로구,Jongno District,교남동
11110179,서울특별시,Seoul,종로구,Jongno District,교남동
11110180,서울특별시,Seoul,종로구,Jongno District,교남동
11110181,서울특별시,Seoul,종로구,Jongno District,교남동
11110146,서울특별시,Seoul,종로구,Jongno District,가회동
11110147,서울특별시,Seoul,종로구,Jongno District,가회동
11110148,서울특별시,Seoul,종로구,Jongno District,가회동
11110149,서울특별시,Seoul,종로구,Jongno District,가회동
11110122,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110123,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110124,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110125,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110126,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110127,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110128,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110129,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110130,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110131,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110132,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110133,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110134,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110135,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110136,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110137,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110138,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110150,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110151,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110152,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110153,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110154,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110155,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110156,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110157,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110158,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110159,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110161,서울특별시,Seoul,종로구,Jongno District,종로1.2.3.4가동
11110160,서울특별시,Seoul,종로구,Jongno District,종로5.6가동
11110162,서울특별시,Seoul,종로구,Jongno District,종로5.6가동
11110163,서울특별시,Seoul,종로구,Jongno District,종로5.6가동
11110164,서울특별시,Seoul,종로구,Jongno District,종로5.6가동
11110167,서울특별시,Seoul,종로구,Jongno District,종로5.6가동
11110165,서울특별시,Seoul,종로구,Jongno District,이화동
11110166,서울특별시,Seoul,종로구,Jongno District,이화동
11110168,서울특별시,Seoul,종로구,Jongno District,이화동
11110169,서울특별시,Seoul,종로구,Jongno District,혜화동
11110170,서울특별시,Seoul,종로구,Jongno District,혜화동
11110171,서울특별시,Seoul,종로구,Jongno District,혜화동
11110172,서울특별시,Seoul,종로구,Jongno District,혜화동
11110173,서울특별시,Seoul,종로구,Jongno District,혜화동
11110174,서울특별시,Seoul,종로구,Jongno District,창신제1동
11110175,서울특별시,Seoul,종로구,Jongno District,숭인제1동
11140111,서울특별시,Seoul,중구,Jung District,소공동
11140113,서울특별시,Seoul,중구,Jung District,소공동
11140114,서울특별시,Seoul,중구,Jung District,소공동
11140115,서울특별시,Seoul,중구,Jung District,소공동
11140116,서울특별시,Seoul,중구,Jung District,소공동
11140117,서울특별시,Seoul,중구,Jung District,소공동
11140119,서울특별시,Seoul,중구,Jung District,소공동
11140166,서울특별시,Seoul,중구,Jung District,소공동
11140167,서울특별시,Seoul,중구,Jung District,소공동
11140168,서울특별시,Seoul,중구,Jung District,소공동
11140169,서울특별시,Seoul,중구,Jung District,소공동
11140170,서울특별시,Seoul,중구,Jung District,소공동
11140112,서울특별시,Seoul,중구,Jung District,회현동
11140118,서울특별시,Seoul,중구,Jung District,회현동
11140120,서울특별시,Seoul,중구,Jung District,회현동
11140121,서울특별시,Seoul,중구,Jung District,회현동
11140122,서울특별시,Seoul,중구,Jung District,회현동
11140124,서울특별시,Seoul,중구,Jung District,회현동
11140101,서울특별시,Seoul,중구,Jung District,명동
11140102,서울특별시,Seoul,중구,Jung District,명동
11140103,서울특별시,Seoul,중구,Jung District,명동
11140104,서울특별시,Seoul,중구,Jung District,명동
11140105,서울특별시,Seoul,중구,Jung District,명동
11140106,서울특별시,Seoul,중구,Jung District,명동
11140107,서울특별시,Seoul,중구,Jung District,명동
11140108,서울특별시,Seoul,중구,Jung District,명동
11140109,서울특별시,Seoul,중구,Jung District,명동
11140110,서울특별시,Seoul,중구,Jung District,명동
11140123,서울특별시,Seoul,중구,Jung District,명동
11140125,서울특별시,Seoul,중구,Jung District,명동
11140126,서울특별시,Seoul,중구,Jung District,명동
11140127,서울특별시,Seoul,중구,Jung District,명동
11140128,서울특별시,Seoul,중구,Jung District,명동
11140129,서울특별시,Seoul,중구,Jung District,명동
11140130,서울특별시,Seoul,중구,Jung District,명동
11140131,서울특별시,Seoul,중구,Jung District,명동
11140142,서울특별시,Seoul,중구,Jung District,명동
11140132,서울특별시,Seoul,중구,Jung District,필동
11140133,서울특별시,Seoul,중구,Jung District,필동
11140136,서울특별시,Seoul,중구,Jung District,필동
11140137,서울특별시,Seoul,중구,Jung District,필동
11140138,서울특별시,Seoul,중구,Jung District,필동
11140139,서울특별시,Seoul,중구,Jung District,필동
11140140,서울특별시,Seoul,중구,Jung District,필동
11140141,서울특별시,Seoul,중구,Jung District,필동
11140144,서울특별시,Seoul,중구,Jung District,필동
11140158,서울특별시,Seoul,중구,Jung District,필동
11140143,서울특별시,Seoul,중구,Jung District,장충동
11140134,서울특별시,Seoul,중구,Jung District,광희동
11140135,서울특별시,Seoul,중구,Jung District,광희동
11140145,서울특별시,Seoul,중구,Jung District,광희동
11140146,서울특별시,Seoul,중구,Jung District,광희동
11140147,서울특별시,Seoul,중구,Jung District,광희동
11140148,서울특별시,Seoul,중구,Jung District,광희동
11140149,서울특별시,Seoul,중구,Jung District,광희동
11140154,서울특별시,Seoul,중구,Jung District,광희동
11140150,서울특별시,Seoul,중구,Jung District,을지로동
11140151,서울특별시,Seoul,중구,Jung District,을지로동
11140152,서울특별시,Seoul,중구,Jung District,을지로동
11140153,서울특별시,Seoul,중구,Jung District,을지로동
11140155,서울특별시,Seoul,중구,Jung District,을지로동
11140156,서울특별시,Seoul,중구,Jung District,을지로동
11140157,서울특별시,Seoul,중구,Jung District,을지로동
11140159,서울특별시,Seoul,중구,Jung District,을지로동
11140160,서울특별시,Seoul,중구,Jung District,을지로동
11140161,서울특별시,Seoul,중구,Jung District,을지로동
11140162,서울특별시,Seoul,중구,Jung District,신당동
11140163,서울특별시,Seoul,중구,Jung District,신당동
11140164,서울특별시,Seoul,중구,Jung District,신당동
11140165,서울특별시,Seoul,중구,Jung District,황학동
11140171,서울특별시,Seoul,중구,Jung District,중림동
11140172,서울특별시,Seoul,중구,Jung District,중림동
11140173,서울특별시,Seoul,중구,Jung District,중림동
11140174,서울특별시,Seoul,중구,Jung District,중림동
11170101,서울특별시,Seoul,용산구,Yongsan District,후암동
11170102,서울특별시,Seoul,용산구,Yongsan District,용산2가동
11170103,서울특별시,Seoul,용산구,Yongsan District,용산2가동
11170104,서울특별시,Seoul,용산구,Yongsan District,남영동
11170105,서울특별시,Seoul,용산구,Yongsan District,남영동
11170106,서울특별시,Seoul,용산구,Yongsan District,남영동
11170107,서울특별시,Seoul,용산구,Yongsan District,남영동
11170108,서울특별시,Seoul,용산구,Yongsan District,청파동
11170109,서울특별시,Seoul,용산구,Yongsan District,청파동
11170110,서울특별시,Seoul,용산구,Yongsan District,청파동
11170111,서울특별시,Seoul,용산구,Yongsan District,청파동
11170112,서울특별시,Seoul,용산구,Yongsan District,원효로제1동
11170113,서울특별시,Seoul,용산구,Yongsan District,원효로제1동
11170122,서울특별시,Seoul,용산구,Yongsan District,원효로제1동
11170123,서울특별시,Seoul,용산구,Yongsan District,원효로제1동
11170114,서울특별시,Seoul,용산구,Yongsan District,원효로제2동
11170115,서울특별시,Seoul,용산구,Yongsan District,원효로제2동
11170116,서울특별시,Seoul,용산구,Yongsan District,원효로제2동
11170117,서울특별시,Seoul,용산구,Yongsan District,원효로제2동
11170118,서울특별시,Seoul,용산구,Yongsan District,원효로제2동
11170119,서울특별시,Seoul,용산구,Yongsan District,효창동
11170120,서울특별시,Seoul,용산구,Yongsan District,용문동
11170121,서울특별시,Seoul,용산구,Yongsan District,용문동
11170124,서울특별시,Seoul,용산구,Yongsan District,한강로동
11170125,서울특별시,Seoul,용산구,Yongsan District,한강로동
11170126,서울특별시,Seoul,용산구,Yongsan District,한강로동
11170127,서울특별시,Seoul,용산구,Yongsan District,한강로동
11170128,서울특별시,Seoul,용산구,Yongsan District,한강로동
11170129,서울특별시,Seoul,용산구,Yongsan District,이촌제1동
11170130,서울특별시,Seoul,용산구,Yongsan District,이태원제1동
11170131,서울특별시,Seoul,용산구,Yongsan District,한남동
11170132,서울특별시,Seoul,용산구,Yongsan District,서빙고동
11170133,서울특별시,Seoul,용산구,Yongsan District,서빙고동
11170134,서울특별시,Seoul,용산구,Yongsan District,서빙고동
11170135,서울특별시,Seoul,용산구,Yongsan District,서빙고동
11170136,서울특별시,Seoul,용산구,Yongsan District,보광동
11200102,서울특별시,Seoul,성동구,Seongdong District,왕십리제2동
11200101,서울특별시,Seoul,성동구,Seongdong District,왕십리도선동
11200103,서울특별시,Seoul,성동구,Seongdong District,왕십리도선동
11200104,서울특별시,Seoul,성동구,Seongdong District,왕십리도선동
11200105,서울특별시,Seoul,성동구,Seongdong District,마장동
11200106,서울특별시,Seoul,성동구,Seongdong District,사근동
11200107,서울특별시,Seoul,성동구,Seongdong District,사근동
11200108,서울특별시,Seoul,성동구,Seongdong District,응봉동
11200109,서울특별시,Seoul,성동구,Seongdong District,금호1가동
11200110,서울특별시,Seoul,성동구,Seongdong District,금호2.3가동
11200111,서울특별시,Seoul,성동구,Seongdong District,금호2.3가동
11200112,서울특별시,Seoul,성동구,Seongdong District,금호4가동
11200113,서울특별시,Seoul,성동구,Seongdong District,옥수동
11200114,서울특별시,Seoul,성동구,Seongdong District,성수1가제1동
11200115,서울특별시,Seoul,성동구,Seongdong District,성수2가제1동
11200118,서울특별시,Seoul,성동구,Seongdong District,송정동
11200122,서울특별시,Seoul,성동구,Seongdong District,용답동
11215107,서울특별시,Seoul,광진구,Gwangjin District,화양동
11215109,서울특별시,Seoul,광진구,Gwangjin District,군자동
11215101,서울특별시,Seoul,광진구,Gwangjin District,중곡제1동
11215102,서울특별시,Seoul,광진구,Gwangjin District,능동
11215104,서울특별시,Seoul,광진구,Gwangjin District,광장동
11215105,서울특별시,Seoul,광진구,Gwangjin District,자양제1동
11215103,서울특별시,Seoul,광진구,Gwangjin District,구의제1동
11230101,서울특별시,Seoul,동대문구,Dongdaemun District,용신동
11230102,서울특별시,Seoul,동대문구,Dongdaemun District,용신동
11230103,서울특별시,Seoul,동대문구,Dongdaemun District,제기동
11230104,서울특별시,Seoul,동대문구,Dongdaemun District,전농제1동
11230105,서울특별시,Seoul,동대문구,Dongdaemun District,답십리제1동
11230106,서울특별시,Seoul,동대문구,Dongdaemun District,장안제1동
11230107,서울특별시,Seoul,동대문구,Dongdaemun District,청량리동
11230108,서울특별시,Seoul,동대문구,Dongdaemun District,회기동
11230109,서울특별시,Seoul,동대문구,Dongdaemun District,휘경제1동
11230110,서울특별시,Seoul,동대문구,Dongdaemun District,이문제1동
11260101,서울특별시,Seoul,중랑구,Jungnang District,면목제2동
11260102,서울특별시,Seoul,중랑구,Jungnang District,상봉제1동
11260103,서울특별시,Seoul,중랑구,Jungnang District,중화제1동
11260104,서울특별시,Seoul,중랑구,Jungnang District,묵제1동
11260105,서울특별시,Seoul,중랑구,Jungnang District,망우본동
11260106,서울특별시,Seoul,중랑구,Jungnang District,신내1동
11290101,서울특별시,Seoul,성북구,Seongbuk District,성북동
11290102,서울특별시,Seoul,성북구,Seongbuk District,성북동
11290104,서울특별시,Seoul,성북구,Seongbuk District,성북동
11290107,서울특별시,Seoul,성북구,Seongbuk District,성북동
11290103,서울특별시,Seoul,성북구,Seongbuk District,삼선동
11290105,서울특별시,Seoul,성북구,Seongbuk District,삼선동
11290106,서울특별시,Seoul,성북구,Seongbuk District,삼선동
11290108,서울특별시,Seoul,성북구,Seongbuk District,삼선동
11290111,서울특별시,Seoul,성북구,Seongbuk District,삼선동
11290112,서울특별시,Seoul,성북구,Seongbuk District,삼선동
11290113,서울특별시,Seoul,성북구,Seongbuk District,삼선동
11290114,서울특별시,Seoul,성북구,Seongbuk District,삼선동
11290115,서울특별시,Seoul,성북구,Seongbuk District,삼선동
11290109,서울특별시,Seoul,성북구,Seongbuk District,동선동
11290110,서울특별시,Seoul,성북구,Seongbuk District,동선동
11290116,서울특별시,Seoul,성북구,Seongbuk District,동선동
11290117,서울특별시,Seoul,성북구,Seongbuk District,동선동
11290118,서울특별시,Seoul,성북구,Seongbuk District,동선동
11290119,서울특별시,Seoul,성북구,Seongbuk District,동선동
11290120,서울특별시,Seoul,성북구,Seongbuk District,동선동
11290121,서울특별시,Seoul,성북구,Seongbuk District,안암동
11290122,서울특별시,Seoul,성북구,Seongbuk District,안암동
11290123,서울특별시,Seoul,성북구,Seongbuk District,안암동
11290124,서울특별시,Seoul,성북구,Seongbuk District,안암동
11290125,서울특별시,Seoul,성북구,Seongbuk District,안암동
11290126,서울특별시,Seoul,성북구,Seongbuk District,보문동
11290127,서울특별시,Seoul,성북구,Seongbuk District,보문동
11290128,서울특별시,Seoul,성북구,Seongbuk District,보문동
11290129,서울특별시,Seoul,성북구,Seongbuk District,보문동
11290130,서울특별시,Seoul,성북구,Seongbuk District,보문동
11290131,서울특별시,Seoul,성북구,Seongbuk District,보문동
11290132,서울특별시,Seoul,성북구,Seongbuk District,보문동
11290133,서울특별시,Seoul,성북구,Seongbuk District,정릉제1동
11290134,서울특별시,Seoul,성북구,Seongbuk District,길음제1동
11290136,서울특별시,Seoul,성북구,Seongbuk District,길음제2동
11290135,서울특별시,Seoul,성북구,Seongbuk District,종암동
11290137,서울특별시,Seoul,성북구,Seongbuk District,월곡제2동
11290138,서울특별시,Seoul,성북구,Seongbuk District,장위제1동
11290139,서울특별시,Seoul,성북구,Seongbuk District,석관동
11305101,서울특별시,Seoul,강북구,Gangbuk District,삼양동
11305102,서울특별시,Seoul,강북구,Gangbuk District,번제1동
11305103,서울특별시,Seoul,강북구,Gangbuk District,수유제1동
11305104,서울특별시,Seoul,강북구,Gangbuk District,우이동
11320107,서울특별시,Seoul,도봉구,Dobong District,창제1동
11320108,서울특별시,Seoul,도봉구,Dobong District,도봉제1동
11320105,서울특별시,Seoul,도봉구,Dobong District,쌍문제1동
11320106,서울특별시,Seoul,도봉구,Dobong District,방학제1동
11350102,서울특별시,Seoul,노원구,Nowon District,월계1동
11350103,서울특별시,Seoul,노원구,Nowon District,공릉1동
11350104,서울특별시,Seoul,노원구,Nowon District,하계1동
11350106,서울특별시,Seoul,노원구,Nowon District,중계본동
11350105,서울특별시,Seoul,노원구,Nowon District,중계4동
11380102,서울특별시,Seoul,은평구,Eunpyeong District,녹번동
11380103,서울특별시,Seoul,은평구,Eunpyeong District,불광제1동
11380104,서울특별시,Seoul,은평구,Eunpyeong District,갈현제1동
11380105,서울특별시,Seoul,은평구,Eunpyeong District,구산동
11380106,서울특별시,Seoul,은평구,Eunpyeong District,대조동
11380107,서울특별시,Seoul,은평구,Eunpyeong District,응암제1동
11380108,서울특별시,Seoul,은평구,Eunpyeong District,역촌동
11380109,서울특별시,Seoul,은평구,Eunpyeong District,신사제1동
11380110,서울특별시,Seoul,은평구,Eunpyeong District,증산동
11380101,서울특별시,Seoul,은평구,Eunpyeong District,수색동
11380114,서울특별시,Seoul,은평구,Eunpyeong District,진관동
11410105,서울특별시,Seoul,서대문구,Seodaemun District,천연동
11410106,서울특별시,Seoul,서대문구,Seodaemun District,천연동
11410107,서울특별시,Seoul,서대문구,Seodaemun District,천연동
11410108,서울특별시,Seoul,서대문구,Seodaemun District,천연동
11410109,서울특별시,Seoul,서대문구,Seodaemun District,천연동
11410110,서울특별시,Seoul,서대문구,Seodaemun District,북아현동
11410112,서울특별시,Seoul,서대문구,Seodaemun District,북아현동
11410101,서울특별시,Seoul,서대문구,Seodaemun District,충현동
11410102,서울특별시,Seoul,서대문구,Seodaemun District,충현동
11410103,서울특별시,Seoul,서대문구,Seodaemun District,충현동
11410104,서울특별시,Seoul,서대문구,Seodaemun District,충현동
11410113,서울특별시,Seoul,서대문구,Seodaemun District,신촌동
11410114,서울특별시,Seoul,서대문구,Seodaemun District,신촌동
11410115,서울특별시,Seoul,서대문구,Seodaemun District,신촌동
11410116,서울특별시,Seoul,서대문구,Seodaemun District,신촌동
11410117,서울특별시,Seoul,서대문구,Seodaemun District,연희동
11410111,서울특별시,Seoul,서대문구,Seodaemun District,홍제제1동
11410118,서울특별시,Seoul,서대문구,Seodaemun District,홍은제1동
11410120,서울특별시,Seoul,서대문구,Seodaemun District,남가좌제1동
11410119,서울특별시,Seoul,서대문구,Seodaemun District,북가좌제1동
11440101,서울특별시,Seoul,마포구,Mapo District,아현동
11440102,서울특별시,Seoul,마포구,Mapo District,아현동
11440109,서울특별시,Seoul,마포구,Mapo District,아현동
11440103,서울특별시,Seoul,마포구,Mapo District,공덕동
11440104,서울특별시,Seoul,마포구,Mapo District,공덕동
11440107,서울특별시,Seoul,마포구,Mapo District,도화동
11440105,서울특별시,Seoul,마포구,Mapo District,용강동
11440106,서울특별시,Seoul,마포구,Mapo District,용강동
11440108,서울특별시,Seoul,마포구,Mapo District,용강동
11440110,서울특별시,Seoul,마포구,Mapo District,대흥동
11440111,서울특별시,Seoul,마포구,Mapo District,대흥동
11440112,서울특별시,Seoul,마포구,Mapo District,신수동
11440113,서울특별시,Seoul,마포구,Mapo District,신수동
11440117,서울특별시,Seoul,마포구,Mapo District,신수동
11440114,서울특별시,Seoul,마포구,Mapo District,서강동
11440115,서울특별시,Seoul,마포구,Mapo District,서강동
11440116,서울특별시,Seoul,마포구,Mapo District,서강동
11440118,서울특별시,Seoul,마포구,Mapo District,서강동
11440120,서울특별시,Seoul,마포구,Mapo District,서교동
11440121,서울특별시,Seoul,마포구,Mapo District,서교동
11440122,서울특별시,Seoul,마포구,Mapo District,합정동
11440123,서울특별시,Seoul,마포구,Mapo District,망원제1동
11440124,서울특별시,Seoul,마포구,Mapo District,연남동
11440125,서울특별시,Seoul,마포구,Mapo District,성산제1동
11440126,서울특별시,Seoul,마포구,Mapo District,성산제2동
11440127,서울특별시,Seoul,마포구,Mapo District,상암동
11470102,서울특별시,Seoul,양천구,Yangcheon District,목1동
11470103,서울특별시,Seoul,양천구,Yangcheon District,신월1동
11470101,서울특별시,Seoul,양천구,Yangcheon District,신정1동
11500101,서울특별시,Seoul,강서구,Gangseo District,염창동
11500104,서울특별시,Seoul,강서구,Gangseo District,염창동
11500102,서울특별시,Seoul,강서구,Gangseo District,등촌제1동
11500103,서울특별시,Seoul,강서구,Gangseo District,화곡제1동
11500105,서울특별시,Seoul,강서구,Gangseo District,가양제1동
11500106,서울특별시,Seoul,강서구,Gangseo District,발산제1동
11500107,서울특별시,Seoul,강서구,Gangseo District,발산제1동
11500108,서울특별시,Seoul,강서구,Gangseo District,공항동
11500109,서울특별시,Seoul,강서구,Gangseo District,공항동
11500111,서울특별시,Seoul,강서구,Gangseo District,공항동
11500112,서울특별시,Seoul,강서구,Gangseo District,공항동
11500113,서울특별시,Seoul,강서구,Gangseo District,공항동
11500110,서울특별시,Seoul,강서구,Gangseo District,방화제2동
11530101,서울특별시,Seoul,구로구,Guro District,신도림동
11530102,서울특별시,Seoul,구로구,Guro District,구로제1동
11530103,서울특별시,Seoul,구로구,Guro District,가리봉동
11530106,서울특별시,Seoul,구로구,Guro District,고척제1동
11530107,서울특별시,Seoul,구로구,Guro District,개봉제1동
11530108,서울특별시,Seoul,구로구,Guro District,오류제1동
11530111,서울특별시,Seoul,구로구,Guro District,오류제2동
11530112,서울특별시,Seoul,구로구,Guro District,오류제2동
11530109,서울특별시,Seoul,구로구,Guro District,수궁동
11530110,서울특별시,Seoul,구로구,Guro District,수궁동
11545101,서울특별시,Seoul,금천구,Geumcheon District,가산동
11545102,서울특별시,Seoul,금천구,Geumcheon District,독산제1동
11545103,서울특별시,Seoul,금천구,Geumcheon District,시흥제1동
11560101,서울특별시,Seoul,영등포구,Yeongdeungpo District,영등포본동
11560132,서울특별시,Seoul,영등포구,Yeongdeungpo District,영등포본동
11560102,서울특별시,Seoul,영등포구,Yeongdeungpo District,영등포동
11560103,서울특별시,Seoul,영등포구,Yeongdeungpo District,영등포동
11560104,서울특별시,Seoul,영등포구,Yeongdeungpo District,영등포동
11560105,서울특별시,Seoul,영등포구,Yeongdeungpo District,영등포동
11560106,서울특별시,Seoul,영등포구,Yeongdeungpo District,영등포동
11560107,서울특별시,Seoul,영등포구,Yeongdeungpo District,영등포동
11560108,서울특별시,Seoul,영등포구,Yeongdeungpo District,영등포동
11560109,서울특별시,Seoul,영등포구,Yeongdeungpo District,영등포동
11560110,서울특별시,Seoul,영등포구,Yeongdeungpo District,여의동
11560111,서울특별시,Seoul,영등포구,Yeongdeungpo District,당산제1동
11560112,서울특별시,Seoul,영등포구,Yeongdeungpo District,당산제1동
11560113,서울특별시,Seoul,영등포구,Yeongdeungpo District,당산제1동
11560114,서울특별시,Seoul,영등포구,Yeongdeungpo District,당산제2동
11560115,서울특별시,Seoul,영등포구,Yeongdeungpo District,당산제2동
11560116,서울특별시,Seoul,영등포구,Yeongdeungpo District,당산제2동
11560117,서울특별시,Seoul,영등포구,Yeongdeungpo District,당산제2동
11560118,서울특별시,Seoul,영등포구,Yeongdeungpo District,도림동
11560119,서울특별시,Seoul,영등포구,Yeongdeungpo District,문래동
11560120,서울특별시,Seoul,영등포구,Yeongdeungpo District,문래동
11560121,서울특별시,Seoul,영등포구,Yeongdeungpo District,문래동
11560122,서울특별시,Seoul,영등포구,Yeongdeungpo District,문래동
11560123,서울특별시,Seoul,영등포구,Yeongdeungpo District,문래동
11560124,서울특별시,Seoul,영등포구,Yeongdeungpo District,문래동
11560125,서울특별시,Seoul,영등포구,Yeongdeungpo District,양평제1동
11560126,서울특별시,Seoul,영등포구,Yeongdeungpo District,양평제1동
11560127,서울특별시,Seoul,영등포구,Yeongdeungpo District,양평제1동
11560128,서울특별시,Seoul,영등포구,Yeongdeungpo District,양평제2동
11560129,서울특별시,Seoul,영등포구,Yeongdeungpo District,양평제2동
11560130,서울특별시,Seoul,영등포구,Yeongdeungpo District,양평제2동
11560131,서울특별시,Seoul,영등포구,Yeongdeungpo District,양평제2동
11560134,서울특별시,Seoul,영등포구,Yeongdeungpo District,양평제2동
11560133,서울특별시,Seoul,영등포구,Yeongdeungpo District,신길제5동
11590101,서울특별시,Seoul,동작구,Dongjak District,노량진제1동
11590104,서울특별시,Seoul,동작구,Dongjak District,노량진제1동
11590102,서울특별시,Seoul,동작구,Dongjak District,상도제1동
11590103,서울특별시,Seoul,동작구,Dongjak District,상도제1동
11590105,서울특별시,Seoul,동작구,Dongjak District,흑석동
11590107,서울특별시,Seoul,동작구,Dongjak District,사당제1동
11590106,서울특별시,Seoul,동작구,Dongjak District,사당제2동
11590108,서울특별시,Seoul,동작구,Dongjak District,대방동
11590109,서울특별시,Seoul,동작구,Dongjak District,신대방제1동
11620101,서울특별시,Seoul,관악구,Gwanak District,보라매동
11620103,서울특별시,Seoul,관악구,Gwanak District,남현동
11620102,서울특별시,Seoul,관악구,Gwanak District,서원동
11650108,서울특별시,Seoul,서초구,Seocho District,서초1동
11650101,서울특별시,Seoul,서초구,Seocho District,서초3동
11650106,서울특별시,Seoul,서초구,Seocho District,잠원동
11650107,서울특별시,Seoul,서초구,Seocho District,반포본동
11650102,서울특별시,Seoul,서초구,Seocho District,양재1동
11650103,서울특별시,Seoul,서초구,Seocho District,양재1동
11650104,서울특별시,Seoul,서초구,Seocho District,양재2동
11650109,서울특별시,Seoul,서초구,Seocho District,내곡동
11650110,서울특별시,Seoul,서초구,Seocho District,내곡동
11650111,서울특별시,Seoul,서초구,Seocho District,내곡동
11680107,서울특별시,Seoul,강남구,Gangnam District,신사동
11680110,서울특별시,Seoul,강남구,Gangnam District,신사동
11680108,서울특별시,Seoul,강남구,Gangnam District,논현1동
11680104,서울특별시,Seoul,강남구,Gangnam District,청담동
11680105,서울특별시,Seoul,강남구,Gangnam District,삼성1동
11680106,서울특별시,Seoul,강남구,Gangnam District,대치1동
11680101,서울특별시,Seoul,강남구,Gangnam District,역삼1동
11680118,서울특별시,Seoul,강남구,Gangnam District,도곡1동
11680103,서울특별시,Seoul,강남구,Gangnam District,개포1동
11680114,서울특별시,Seoul,강남구,Gangnam District,개포2동
11680111,서울특별시,Seoul,강남구,Gangnam District,세곡동
11680112,서울특별시,Seoul,강남구,Gangnam District,세곡동
11680113,서울특별시,Seoul,강남구,Gangnam District,세곡동
11680115,서울특별시,Seoul,강남구,Gangnam District,일원본동
11710103,서울특별시,Seoul,송파구,Songpa District,풍납1동
